Catchment,AI_hg,EI,w_hg
Defreggental,0.6937118814144988,0.3035448179640572,1.4179718887836508
Gailtal,0.0,0.0,NaN
Feistritz,0.9204910830653511,0.6078425423564837,2.224728763103485
Paltental,0.4275972625838666,0.27294040951571485,1.5953171654163272
Pitztal,0.5961034907188999,0.4410050384265187,2.056330648348416
Silbertal,0.40097609249828575,0.2843021047300138,1.715813191337315
