Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6964551820359428,0.6683848075741878
Gailtal,0.0,0.7333565194735949
Feistritz,0.3921574576435163,0.38574300800481165
Paltental,0.7270595904842851,0.7011969775151228
Pitztal,0.5589949615734813,0.5916467997587078
Silbertal,0.7156978952699862,0.70851677613606
