Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6556467988672696,0.6109991784049584
Gailtal,0.0,0.6751914661623928
Feistritz,0.3921574576435163,0.38574300800481165
Paltental,0.6769352742344967,0.6383141476988463
Pitztal,0.473270494709209,0.47361690757284847
Silbertal,0.665901221967883,0.6438431119406502
