index,TW_min,TW_max,HG_min,HG_max
OP_grass,15.71410498715156,34.03397766430207,12.960167627797395,23.777077464761906
MP_grass,16.811104665023755,43.29973471201035,17.30818359568662,30.558048346013656
MF_grass,15.265797411415207,32.42690942350479,13.639076175731551,25.871515346380953
OP_forest,25.442181189913725,56.520387526340095,21.321436735529367,38.72759108296458
MP_forest,31.762183497947383,77.93136224141577,26.92574330251959,47.78910137456255
MF_forest,26.870064670330237,56.25811232781963,24.056556193434616,45.49428365198507
