Catchment,AI_tw,EI,w_tw
Defreggental,0.5465081132542534,0.3416505444234934,1.6689052653871779
Gailtal,0.3368774231847688,0.26374242879464926,1.8241643257229865
Feistritz,0.6407029087612186,0.5613148975699207,3.0255748021495905
Paltental,0.35485021099180525,0.2901486002170539,1.962401446491349
Pitztal,0.44615835956559824,0.4348894882034571,3.863371269589289
Silbertal,0.317850904526027,0.29346333786262035,2.4448182066799133
