Catchment,RC_pro_hg,RC_pro_tw,Q_pro_tw,Q_pro_hg
Defreggental,0.7695809189324936,0.6987576062123761,1.7929080214327786,1.9746301012375846
Gailtal,0.0,0.7173629399712618,2.6957299072653242,0.0
Feistritz,0.4869892777510221,0.40710297642580207,0.9348888462508864,1.1183431966289843
Paltental,0.7202342694108752,0.6542892162285494,2.1966579886857094,2.4180566061384834
Pitztal,0.6552334229388088,0.5879526520420018,1.5695983603780648,1.7492111018425875
Silbertal,0.7548453234757297,0.6924431810635145,2.9003856505086114,3.161764899179099
