Catchment,AI_tw,EI,w_tw
Defreggental,0.6051336567061684,0.3648498002688776,1.6689052653871779
Gailtal,0.4117349072210298,0.30755455253270325,1.8241643257229865
Feistritz,0.6392981650120769,0.5603976778831543,3.0255748021495905
Paltental,0.4281545435388114,0.33581157955716856,1.962401446491349
Pitztal,0.5829175581559687,0.5521282429427037,3.863371269589289
Silbertal,0.42426423085271264,0.37570053034676687,2.4448182066799133
