Catchment,AI_tw,EI,w_tw
Defreggental,0.5297100416996856,0.3474204653121409,1.7233232871324324
Gailtal,0.45113254904426037,0.33057676511440803,1.8343927626868126
Feistritz,0.7863412280911072,0.647172315882665,3.0255748021495905
Paltental,0.501285489074882,0.3593808654583883,1.851284388418266
Pitztal,0.5470519529653728,0.5227378497032973,3.863371269589289
Silbertal,0.43096588410471176,0.3805706289949453,2.4448182066799133
