Catchment,AI_tw,EI,w_tw
Defreggental,0.8640232626731791,0.44963383607817176,1.6689052653871779
Gailtal,0.5383154467522461,0.3724171586053877,1.8241643257229865
Feistritz,0.7089022637038337,0.6037806931303122,3.0255748021495905
Paltental,0.5699798494807231,0.41276396996753206,1.962401446491349
Pitztal,0.6585185888087942,0.6103995929923809,3.863371269589289
Silbertal,0.4643602050215359,0.40428907822292826,2.4448182066799133
