Catchment,AI_hg,EI,w_hg
Defreggental,0.9791966269526442,0.37950431904901927,1.443326014786681
Gailtal,0.0,0.0,NaN
Feistritz,1.2262757191545715,0.6966414385230348,2.224728763103485
Paltental,0.8006119124372731,0.3880437664101375,1.5504504131763719
Pitztal,0.8381044906755408,0.5453860319763808,2.056330648348416
Silbertal,0.615737368443452,0.3813755365845155,1.715813191337315
