Catchment,AI_tw,EI,w_tw
Defreggental,0.44860579261337946,0.309720976113921,1.7233232871324324
Gailtal,0.36984446089531564,0.28492010184522565,1.8343927626868126
Feistritz,0.6987255840060903,0.5976997238763588,3.0255748021495905
Paltental,0.4466518014149044,0.33084423827749876,1.851284388418266
Pitztal,0.42108867896182395,0.41204734795799824,3.863371269589289
Silbertal,0.335277779475033,0.30755681893648545,2.4448182066799133
