Catchment,RC_pro_hg,RC_pro_tw,Q_pro_tw,Q_pro_hg
Defreggental,0.757689202870242,0.6909092754680888,1.7927286816890098,1.9660051095294684
Gailtal,0.0,0.6982203657219357,2.4706614353111926,0.0
Feistritz,0.4869892777510221,0.40710297642580207,0.9348888462508864,1.1183431966289843
Paltental,0.7213840507362563,0.657018627185777,2.250999338209955,2.4715205225732175
Pitztal,0.6210846074994669,0.5578639054941328,1.4145087548273632,1.5748099243279547
Silbertal,0.745716235176326,0.6730155219278837,2.687091543954956,2.977357467168412
