Catchment,RC_pro_hg,RC_pro_tw,Q_pro_tw,Q_pro_hg
Defreggental,0.6925115556415133,0.6820821989145649,1.7976364551786879,1.82512315969357
Gailtal,0.0,0.6958777629893229,2.4741389854733775,0.0
Feistritz,0.3959392447660348,0.3865415271004484,0.9254428481689091,0.9479425021335594
Paltental,0.677545009250974,0.6717131773248699,2.3039641196733833,2.3239671983136154
Pitztal,0.543719641945613,0.5578639054941328,1.4145087548273632,1.37864483815714
Silbertal,0.6903731652649836,0.6730155219278837,2.687091543954956,2.756393922747796
