Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6809321283577923,0.6494048918022044
Gailtal,0.0,0.7154579516723496
Feistritz,0.44887752406646775,0.45261183151498674
Paltental,0.7331443311694161,0.7023911033841266
Pitztal,0.5130789487114238,0.5365973019059402
Silbertal,0.7133930454541086,0.6914247802148654
