Catchment,AI_tw,EI,w_tw
Defreggental,0.5685970308426783,0.3505951081977956,1.6689052653871779
Gailtal,0.37148205464193734,0.2845420483276504,1.8241643257229865
Feistritz,0.6196500914380002,0.5473881684850133,3.0255748021495905
Paltental,0.3663651346228035,0.2976088966158734,1.962401446491349
Pitztal,0.47804506222837445,0.46340269809405976,3.863371269589289
Silbertal,0.33654875303442944,0.3085752197851346,2.4448182066799133
