Catchment,AI_hg,EI,w_hg
Defreggental,0.6660495503396046,0.30748844435848666,1.443326014786681
Gailtal,0.0,0.0,NaN
Feistritz,0.9098389635474721,0.6040607552339652,2.224728763103485
Paltental,0.5851331248011905,0.32245499074902595,1.5504504131763719
Pitztal,0.627100938030261,0.45628035805438705,2.056330648348416
Silbertal,0.451401227707255,0.3096268347350164,1.715813191337315
