Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6945693841463905,0.6703210703361375
Gailtal,0.0,0.7346548034891709
Feistritz,0.42800010280222867,0.42717881491409093
Paltental,0.7401870333087461,0.7192107657412088
Pitztal,0.5422020454908698,0.5760132463018872
Silbertal,0.7179466926321498,0.7146614020858237
