Catchment,AI_tw,EI,w_tw
Defreggental,0.4520882258098088,0.3003802952497523,1.6689052653871779
Gailtal,0.3658622316893969,0.28122952081118613,1.8241643257229865
Feistritz,0.6907917889839916,0.5928970235741979,3.0255748021495905
Paltental,0.42730763656685494,0.33530824867485043,1.962401446491349
Pitztal,0.4249063848410109,0.4155484698431413,3.863371269589289
Silbertal,0.30877219853750876,0.2860259588347398,2.4448182066799133
