Catchment,AI_hg,AI_tw,EI,w_specific_hg,w_specific_tw
Defreggental,0.6202383496853998,0.4186594286910542,0.2947392758584235,1.443326014786681,1.7233232871324324
Gailtal,0.0,0.3681030185885266,0.2838869309997376,0.0,1.8343927626868126
Feistritz,0.879251101774716,0.6907917889839916,0.5928970307055175,2.224728763103485,3.0255748021495905
Palten,0.5746792445833592,0.4247636338083811,0.3188230194256879,1.5504504131763719,1.851284388418266
Pitztal,0.5552898793997864,0.40802416941560554,0.3434546763238502,1.6619411656860332,2.1576500791801014
Silbertal,0.4367231332549257,0.3289065140353791,0.3024322537118507,1.715813191337315,2.4448182066799133
