Catchment,AI_hg,EI,w_specific_hg
Defreggental,0.6202383496853998,0.2947392758584235,1.443326014786681
Gailtal,0.0,0.2838869309997376,0.0
Feistritz,0.879251101774716,0.5928970307055175,2.224728763103485
Palten,0.5746792445833592,0.3188230194256879,1.5504504131763719
Pitztal,0.5552898793997864,0.3434546763238502,1.6619411656860332
Silbertal,0.4367231332549257,0.3024322537118507,1.715813191337315
