Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6695458817778084,0.6259868206013943
Gailtal,0.0,0.6969551882506786
Feistritz,0.453148642644418,0.4547544326623243
Paltental,0.700030089113947,0.6683692618244415
Pitztal,0.48935740690567653,0.4893455155005171
Silbertal,0.6822798069504885,0.659852748418503
