Catchment,AI_hg,EI,w_hg
Defreggental,0.7696933647374293,0.3219235963151663,1.4179718887836508
Gailtal,0.0,0.0,NaN
Feistritz,0.7711509435223949,0.5495604545047961,2.224728763103485
Paltental,0.44575355513168424,0.2809462109143108,1.5953171654163272
Pitztal,0.6770250164948282,0.4796206433583965,2.056330648348416
Silbertal,0.42225786946050997,0.2952014431039651,1.715813191337315
