Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6859591907502982,0.6593422598104353
Gailtal,0.0,0.7287758197584604
Feistritz,0.45043954549520393,0.45445414621454505
Paltental,0.740140748950451,0.7162237553606339
Pitztal,0.5462449172559625,0.5732606268089961
Silbertal,0.7121079423469747,0.7066900153492273
