Catchment,AI_hg,EI,w_hg
Defreggental,0.7108723074294362,0.3078305193626414,1.4179718887836508
Gailtal,0.0,0.0,NaN
Feistritz,0.7682996118278743,0.5483299345165047,2.224728763103485
Paltental,0.4022556976370305,0.261426959016273,1.5953171654163272
Pitztal,0.6853212066973662,0.4833541304216751,2.056330648348416
Silbertal,0.4124968262342212,0.29024152819584326,1.715813191337315
