Catchment,AI_hg,EI,w_hg
Defreggental,0.6202956361980851,0.29475564209832017,1.443326014786681
Gailtal,0.0,0.0,NaN
Feistritz,0.893325288658253,0.5980905091656668,2.224728763103485
Paltental,0.5548053608508606,0.3117856529736893,1.5504504131763719
Pitztal,0.5974667166643678,0.44168987905578017,2.056330648348416
Silbertal,0.40605898094909837,0.2869340468338488,1.715813191337315
