Catchment,AI_tw,EI,w_tw
Defreggental,0.5322330777240935,0.33573353245954163,1.6689052653871779
Gailtal,0.3388505978482286,0.26495461119668184,1.8241643257229865
Feistritz,0.6158132999815761,0.5448084434104226,3.0255748021495905
Paltental,0.35311261898798574,0.2890132903609821,1.962401446491349
Pitztal,0.44663630455161807,0.43532146709244124,3.863371269589289
Silbertal,0.34496122324115436,0.31528332371965706,2.4448182066799133
