Catchment,AI_tw,EI,w_tw
Defreggental,0.4391556489070975,0.30505828091369436,1.7233232871324324
Gailtal,0.3609124838269642,0.2795953053138216,1.8343927626868126
Feistritz,0.7201039469006244,0.6103712964488783,3.0255748021495905
Paltental,0.4314770293361157,0.32254709188043873,1.851284388418266
Pitztal,0.43647238439746544,0.4261063194723318,3.863371269589289
Silbertal,0.3321420537814325,0.30503871864812404,2.4448182066799133
