new_ID;Laenge;Breite
40003.0;16.166666666666668;48.5125
40006.0;14.570555555555556;48.21555555555556
40007.0;14.739444444444443;48.1225
40010.0;15.041666666666666;48.269444444444446
40019.0;14.759722222222223;47.850833333333334
40020.0;14.83;47.88972222222222
40022.0;14.747222222222222;47.928888888888885
40023.0;14.761111111111111;47.995555555555555
40024.0;14.656666666666666;48.03666666666666
40029.0;14.835277777777778;48.06527777777777
40030.0;15.265833333333333;47.88194444444444
40034.0;15.158055555555556;48.01583333333333
40038.0;14.908611111111112;48.007777777777775
40041.0;15.153333333333334;48.14555555555555
40047.0;15.210555555555555;48.3175
40050.0;15.225;48.12833333333333
40051.0;15.330555555555556;48.03611111111111
40052.0;15.385;47.94472222222222
40054.0;15.5225;48.01444444444444
40055.0;15.51388888888889;48.095555555555556
40056.0;15.512777777777778;48.202222222222225
40057.0;15.411111111111111;48.10388888888889
40062.0;15.223333333333333;48.42527777777777
40065.0;15.490277777777777;48.51888888888889
40070.0;15.548055555555555;47.81444444444444
40071.0;15.493055555555555;47.93277777777777
40080.0;15.700277777777776;48.2875
40083.0;14.9925;48.39527777777778
40085.0;14.949722222222222;48.49138888888889
40086.0;15.089444444444444;48.513333333333335
40087.0;14.955;48.574444444444445
40088.0;15.55888888888889;48.419999999999995
40089.0;15.168888888888889;48.509166666666665
40095.0;15.604444444444445;48.74277777777778
40096.0;15.521944444444445;48.725833333333334
40097.0;15.67361111111111;48.598888888888894
40098.0;15.620000000000001;48.57944444444445
40099.0;15.697222222222223;48.51694444444444
40100.0;15.588055555555556;48.51166666666666
40102.0;15.793888888888889;48.51861111111111
40108.0;15.819444444444445;48.215
40110.0;15.7925;48.25805555555556
40113.0;15.904166666666667;48.2
40115.0;16.011111111111113;48.30472222222222
40117.0;16.01861111111111;48.25111111111111
40120.0;16.27111111111111;48.30833333333333
40122.0;15.746944444444443;48.60111111111111
40126.0;15.96861111111111;48.550555555555555
40128.0;15.976666666666667;48.40138888888889
40129.0;16.052777777777777;48.650277777777774
40132.0;15.877500000000001;48.82833333333333
40137.0;16.274166666666666;48.52833333333333
40140.0;16.386666666666667;48.38138888888889
40145.0;16.127222222222223;48.183611111111105
40148.0;16.130833333333335;48.05888888888889
