Catchment,AI_hg,EI,w_hg
Defreggental,0.8477560931180529,0.33932084079241687,1.4179718887836508
Gailtal,0.0,0.0,NaN
Feistritz,0.8722740244334289,0.5902859159868732,2.224728763103485
Paltental,0.47638901762998226,0.2940163067549326,1.5953171654163272
Pitztal,0.7432011102289979,0.5083090803264776,2.056330648348416
Silbertal,0.46634427302803105,0.31680743486988616,1.715813191337315
