Catchment,AI_tw,EI,w_tw
Defreggental,0.5443335020900807,0.3538016233837451,1.7233232871324324
Gailtal,0.41252852478928126,0.3095083521646633,1.8343927626868126
Feistritz,0.7317507733105525,0.6171100738881885,3.0255748021495905
Paltental,0.4765962498493583,0.346738290972779,1.851284388418266
Pitztal,0.4915529129506495,0.47528412151133104,3.863371269589289
Silbertal,0.3716045332969675,0.3361525678004047,2.4448182066799133
