Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6876331547993924,0.66227709044821
Gailtal,0.0,0.7306785653416903
Feistritz,0.4097140840131268,0.40868612140964
Paltental,0.7288043499895409,0.7054332696572734
Pitztal,0.5429906805552369,0.5766465377528216
Silbertal,0.7025259565889204,0.698261013242476
