Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6606791592075831,0.6146732164491151
Gailtal,0.0,0.7052195819210483
Feistritz,0.4097140840131268,0.40868612140964
Paltental,0.7059836932450674,0.6713123080062289
Pitztal,0.4916909196735224,0.493730911266814
Silbertal,0.6831925651301138,0.664617172032776
