Catchment,AI_hg,EI,w_hg
Defreggental,0.6923253845864071,0.3031949526929427,1.4179718887836508
Gailtal,0.0,0.0,NaN
Feistritz,0.7586288638814087,0.5441211220818059,2.224728763103485
Paltental,0.3961364299716165,0.2585855118128815,1.5953171654163272
Pitztal,0.5941669489346134,0.4400300892375879,2.056330648348416
Silbertal,0.4089328063138066,0.2884140742751631,1.715813191337315
