Catchment,AI_hg,EI,w_hg
Defreggental,0.7371048584202416,0.31422692107464334,1.4179718887836508
Gailtal,0.0,0.0,NaN
Feistritz,0.8284962759011746,0.573332443717095,2.224728763103485
Paltental,0.4147036386871586,0.2671328874101726,1.5953171654163272
Pitztal,0.6319670667960017,0.4586227802717706,2.056330648348416
Silbertal,0.4056255820207672,0.2867103419088193,1.715813191337315
