Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6857730789253567,0.6584195272210911
Gailtal,0.0,0.737287608578262
Feistritz,0.426667556282905,0.42825776971837515
Paltental,0.7328671125898274,0.710080396685006
Pitztal,0.5413772197282294,0.5760301999391861
Silbertal,0.7132896580911807,0.7134792895108184
