Catchment,AI_hg,AI_tw,EI_hg,EI_tw,w_hg,w_tw
Defreggental,0.6734038102370236,0.46930474648601583,0.3094726734378004,0.3197301688625851,1.443326014786681,1.7233232871324324
Gailtal,0.0,0.38338971297413876,0.0,0.292874881773332,NaN,1.8343927626868126
Feistritz,0.8922456681265416,0.7209329307651552,0.597695578479069,0.6108547664245556,2.224728763103485,3.0255748021495905
Paltental,0.5686825444290269,0.4424894084718685,0.31671808880367935,0.3285848669005116,1.5504504131763719,1.851284388418266
Pitztal,0.621661173503837,0.45799698991404925,0.4536441452494995,0.44554927836928315,2.056330648348416,3.863371269589289
Silbertal,0.4380019725211168,0.3594542807231143,0.3030647407667977,0.3267066483705048,1.715813191337315,2.4448182066799133
