Catchment,AI_tw,EI,w_tw
Defreggental,0.46930474648601583,0.3197301688625851,1.7233232871324324
Gailtal,0.38338971297413876,0.292874881773332,1.8343927626868126
Feistritz,0.7209329307651552,0.6108547664245556,3.0255748021495905
Paltental,0.4424894084718685,0.3285848669005116,1.851284388418266
Pitztal,0.45799698991404925,0.44554927836928315,3.863371269589289
Silbertal,0.3594542807231143,0.3267066483705048,2.4448182066799133
