Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6854634694759256,0.6524677223728115
Gailtal,0.0,0.7309636610594394
Feistritz,0.43771973231388905,0.4473699002747171
Paltental,0.7335933220570856,0.7035966337855446
Pitztal,0.5179376086896685,0.5505224231094576
Silbertal,0.7202567771959825,0.7013672957052961
