Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6689609537415455,0.6243167130678673
Gailtal,0.0,0.6826548044367884
Feistritz,0.41790168797505123,0.41551765681786
Paltental,0.6981215377610615,0.6496143332145712
Pitztal,0.472282085190904,0.4550621751344044
Silbertal,0.6708009054852189,0.6134846135193706
