Catchment,AI_hg,AI_tw,EI_hg,EI_tw,w_hg,w_tw
Defreggental,0.7370352474773736,0.5465178707383942,0.3142101891651865,0.3416545517675542,1.4179718887836508,1.6689052653871779
Gailtal,0.0,0.3478138059688345,0.0,0.2704206720278506,NaN,1.8241643257229865
Feistritz,0.8508102686301388,0.6771027439140453,0.5820983120249488,0.58448234318214,2.224728763103485,3.0255748021495905
Paltental,0.41473137307766655,0.36102413593046145,0.26714549069724924,0.29416221464972625,1.5953171654163272,1.962401446491349
Pitztal,0.6378554849288647,0.43347172514552373,0.4614374966180732,0.42337440681604965,2.056330648348416,3.863371269589289
Silbertal,0.45210944533720904,0.3527031713721831,0.3099704029061634,0.32140653664756824,1.715813191337315,2.4448182066799133
