Catchment,AI_hg,EI,w_hg
Defreggental,0.6701306408199224,0.2975193324413894,1.4179718887836508
Gailtal,0.0,0.0,NaN
Feistritz,0.7910198093036468,0.5580052981441017,2.224728763103485
Paltental,0.39345990769171496,0.2573350158991592,1.5953171654163272
Pitztal,0.5940213500859716,0.439956688258194,2.056330648348416
Silbertal,0.41196445262707704,0.28996911581175655,1.715813191337315
