Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.7024806675586106,0.6772486125760762
Gailtal,0.0,0.7420753576328423
Feistritz,0.4419947018558983,0.4416934151920846
Paltental,0.7426649841008408,0.7158116366843763
Pitztal,0.560043311741806,0.5971334322464665
Silbertal,0.7100308841882434,0.7001389635542576
