Catchment,AI_tw,EI,w_tw
Defreggental,0.557874282715858,0.34628468329499595,1.6689052653871779
Gailtal,0.46348616774231566,0.3353861693988871,1.8241643257229865
Feistritz,0.6907917889839916,0.5928970235741979,3.0255748021495905
Paltental,0.48355052358594386,0.3675644184720386,1.962401446491349
Pitztal,0.5393683303921958,0.5163061742971884,3.863371269589289
Silbertal,0.4155278913415635,0.3692964958954861,2.4448182066799133
