index,TW_min,TW_max
OP_grass,35.97629548199513,40.774794815680586
MF_grass,47.99845735973815,65.29637240748286
OP_forest,54.86238925227138,60.94968236658473
MF_forest,67.03071763027756,86.42091305620784
