index,TW_min,TW_max
OP_grass,14.593877575743953,28.74110437400401
MF_grass,32.71208961104168,62.28397837567118
OP_forest,22.43099615396651,48.75229273923901
MF_forest,55.422461497623885,103.04218171325269
