index,TW_min,TW_max
OP_grass,21.93946220356031,30.66362940328362
MF_grass,31.062775593176486,50.522600194521544
OP_forest,36.33924632461755,50.67988259963768
MF_forest,46.1080602593368,74.87756615795641
