index,TW_min,TW_max
OP_grass,32.20969603971267,46.16727332533892
MF_grass,57.31111098957429,91.98035954407769
OP_forest,57.43849795985001,78.04301440027712
MF_forest,104.00220806440117,160.4759377549655
