index,TW_min,TW_max
OP_grass,34.018321088756814,37.94532884677428
MF_grass,51.305201088067946,80.32560043519763
OP_forest,56.624247151621745,62.07930830968153
MF_forest,91.00908402727866,144.47630768894317
