Catchment,AI_tw,EI,w_tw
Defreggental,0.5071326605035231,0.3373269936086052,1.7233232871324324
Gailtal,0.4249158792062835,0.3163866265876356,1.8343927626868126
Feistritz,0.7330011641767349,0.61782667676951,3.0255748021495905
Paltental,0.4310253096278891,0.3222975475057943,1.851284388418266
Pitztal,0.40929746032448744,0.4011849340894931,3.863371269589289
Silbertal,0.3371158033400412,0.30902916709671024,2.4448182066799133
