Catchment,AI_tw,EI,w_tw
Defreggental,0.49603391539737235,0.3322547508139422,1.7233232871324324
Gailtal,0.4183278562673383,0.3127426041935222,1.8343927626868126
Feistritz,0.7701407388372166,0.6385102103079114,3.0255748021495905
Paltental,0.465277012822259,0.3408037053309505,1.851284388418266
Pitztal,0.5027713718934741,0.4850571699855539,3.863371269589289
Silbertal,0.38878911754135365,0.3493074642915175,2.4448182066799133
