Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.673485894417233,0.6422819784244083
Gailtal,0.0,0.717155181089197
Feistritz,0.43470893981987824,0.43759828290249336
Paltental,0.7242511838964487,0.6895599672988146
Pitztal,0.4872190721123675,0.499036321522228
Silbertal,0.6847603841613785,0.6565647588906052
