Catchment,RC_pro_hg,RC_pro_tw,Q_pro_tw,Q_pro_hg
Defreggental,0.7638957486758644,0.6873764524888306,1.8434005166593992,2.0486093358077158
Gailtal,0.0,0.708123996971247,2.7158605082298846,0.0
Feistritz,0.4869892777510221,0.40710297642580207,0.9348888462508864,1.1183431966289843
Paltental,0.7149367362239518,0.648258372360331,2.3081411713272235,2.5455512587742923
Pitztal,0.5931720822540414,0.5563535444913941,1.523077862265645,1.6238725823541897
Silbertal,0.7699210998342585,0.6898906502532827,3.081537424646217,3.4390097652330875
