Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6864690046994266,0.6452301899327311
Gailtal,0.0,0.7232267661137297
Feistritz,0.43983049730122836,0.44589576598658076
Paltental,0.7257272815163838,0.694617912632588
Pitztal,0.4917612233915598,0.5335509190425209
Silbertal,0.7359124022240873,0.7055096503549303
