12.475230,46.790409
12.514530,46.790699
12.553830,46.790951
12.593130,46.791210
12.632430,46.791470
12.671730,46.791729
12.711030,46.791950
12.750330,46.792141
12.789640,46.792332
12.828940,46.792511
12.868240,46.792709
12.907540,46.792858
12.946850,46.792980
12.986150,46.793098
13.025450,46.793221
13.064760,46.793339
13.104060,46.793430
13.143360,46.793480
13.182670,46.793530
13.221970,46.793591
13.261280,46.793640
13.300580,46.793652
13.339880,46.793640
13.379190,46.793621
13.418490,46.793610
12.475660,46.763409
12.514940,46.763710
12.554220,46.763969
12.593500,46.764221
12.632780,46.764481
12.672070,46.764729
12.711350,46.764961
12.750630,46.765141
12.789910,46.765339
12.829190,46.765530
12.868480,46.765709
12.907760,46.765869
12.947040,46.765991
12.986330,46.766109
13.025610,46.766232
13.064890,46.766350
13.104180,46.766430
13.143460,46.766491
13.182740,46.766541
13.222030,46.766590
13.261310,46.766651
13.300600,46.766659
13.339880,46.766640
13.379160,46.766628
13.418450,46.766621
12.476100,46.736420
12.515360,46.736710
12.554620,46.736969
12.593880,46.737228
12.633140,46.737480
12.672400,46.737740
12.711660,46.737961
12.750920,46.738152
12.790190,46.738338
12.829450,46.738529
12.868710,46.738720
12.907970,46.738869
12.947240,46.738991
12.986500,46.739109
13.025760,46.739231
13.065030,46.739361
13.104290,46.739441
13.143560,46.739491
13.182820,46.739552
13.222080,46.739601
13.261350,46.739651
13.300610,46.739670
13.339880,46.739651
13.379140,46.739639
13.418410,46.739620
12.476530,46.709431
12.515770,46.709721
12.555010,46.709980
12.594250,46.710232
12.633490,46.710491
12.672730,46.710751
12.711980,46.710972
12.751220,46.711159
12.790460,46.711349
12.829700,46.711540
12.868950,46.711720
12.908190,46.711880
12.947430,46.712002
12.986680,46.712120
13.025920,46.712238
13.065160,46.712360
13.104410,46.712440
13.143650,46.712502
13.182900,46.712551
13.222140,46.712601
13.261380,46.712662
13.300630,46.712669
13.339870,46.712650
13.379120,46.712639
13.418360,46.712631
12.516180,46.682732
12.555400,46.682991
12.594630,46.683239
12.633850,46.683498
12.673070,46.683750
12.712290,46.683979
12.751510,46.684170
12.790740,46.684361
12.829960,46.684540
12.869180,46.684731
12.908400,46.684879
12.947630,46.685009
12.986850,46.685131
13.026080,46.685249
13.065300,46.685371
13.104520,46.685452
13.143750,46.685501
13.182970,46.685558
13.222200,46.685612
13.261420,46.685669
13.300650,46.685680
13.339870,46.685661
13.379100,46.685650
13.418320,46.685631
12.712600,46.656990
12.751810,46.657169
12.791010,46.657360
12.830210,46.657551
12.869410,46.657742
12.908620,46.657890
12.947820,46.658009
12.987030,46.658131
13.026230,46.658260
13.065430,46.658379
13.104640,46.658459
13.143840,46.658508
13.183050,46.658569
13.222250,46.658619
13.261460,46.658669
13.300660,46.658680
13.339870,46.658669
13.379070,46.658661
13.418280,46.658642
12.869650,46.630749
12.908830,46.630901
12.948020,46.631020
12.987200,46.631142
13.026380,46.631260
13.065570,46.631390
13.104750,46.631470
13.143940,46.631519
13.183120,46.631569
13.222310,46.631630
13.261490,46.631680
13.300680,46.631691
13.339860,46.631680
13.379050,46.631660
13.418230,46.631649
13.026540,46.604271
13.065700,46.604389
13.104870,46.604469
13.144030,46.604530
13.183200,46.604580
13.222370,46.604630
13.261530,46.604691
13.300700,46.604698
13.339860,46.604691
13.379030,46.604671
13.418190,46.604660
13.222420,46.577641
13.261570,46.577690
13.300710,46.577702
13.339860,46.577690
13.418150,46.577660
