field_1,field_2
13.143750000000001,46.685501000000002
13.182969999999999,46.685558000000000
13.143840000000001,46.658507999999998
13.183050000000000,46.658569000000000
13.222250000000001,46.658619000000002
13.143940000000001,46.631518999999997
13.183120000000001,46.631568999999999
13.222310000000000,46.631630000000001
13.144030000000001,46.604529999999997
13.183199999999999,46.604579999999999
