15.821200,47.738529
15.861190,47.737671
15.901180,47.736759
15.941170,47.735859
15.981160,47.734951
16.021139,47.734039
16.061131,47.733109
16.101110,47.732128
16.141090,47.731159
16.181070,47.730179
16.221050,47.729198
16.261030,47.728199
15.819920,47.711559
15.859890,47.710701
15.899860,47.709789
15.939830,47.708881
15.979790,47.707970
16.019760,47.707069
16.059719,47.706131
16.099689,47.705158
16.139641,47.704182
16.179609,47.703209
16.219561,47.702229
16.259520,47.701229
15.818640,47.684582
15.858590,47.683720
15.898540,47.682812
15.938490,47.681900
15.978430,47.681000
16.018379,47.680092
16.058319,47.679161
16.098261,47.678181
16.138201,47.677212
16.178141,47.676231
16.218081,47.675251
16.258020,47.674252
15.817370,47.657600
15.857300,47.656738
15.897220,47.655830
15.937150,47.654930
15.977080,47.654018
16.017000,47.653111
16.056919,47.652180
16.096849,47.651211
16.136761,47.650230
16.176680,47.649261
16.216600,47.648281
16.256519,47.647282
15.816090,47.630619
15.856000,47.629761
15.895910,47.628860
15.935810,47.627949
15.975720,47.627048
16.015619,47.626141
16.055519,47.625210
16.095421,47.624241
16.135321,47.623260
16.175220,47.622292
16.215120,47.621311
16.255020,47.620312
15.814810,47.603642
15.854700,47.602791
15.894590,47.601879
15.934470,47.600979
15.974360,47.600071
16.014240,47.599159
16.054119,47.598228
16.094000,47.597260
16.133881,47.596279
16.173759,47.595310
16.213640,47.594330
16.253510,47.593330
15.813540,47.576672
15.853410,47.575809
15.893270,47.574909
15.933140,47.574001
15.973000,47.573090
16.012871,47.572189
16.052731,47.571259
16.092590,47.570290
16.132441,47.569309
16.172300,47.568340
16.212160,47.567360
16.252010,47.566360
15.812270,47.549690
15.852120,47.548828
15.891960,47.547932
15.931810,47.547020
15.971650,47.546120
16.011499,47.545212
16.051340,47.544281
16.091181,47.543308
16.131010,47.542339
16.170851,47.541359
16.210690,47.540390
16.250521,47.539391
15.811000,47.522709
15.850830,47.521851
15.890650,47.520950
15.930470,47.520050
15.970300,47.519138
16.010120,47.518242
16.049940,47.517311
16.089760,47.516331
16.129580,47.515362
16.169399,47.514389
16.209209,47.513420
16.249029,47.512421
15.809730,47.495731
15.849540,47.494881
15.889340,47.493969
15.929140,47.493069
15.968950,47.492161
16.008751,47.491261
16.048550,47.490330
16.088350,47.489361
16.128139,47.488392
16.167940,47.487419
16.207741,47.486439
16.247530,47.485439
15.808460,47.468750
15.848250,47.467899
15.888030,47.466991
15.927810,47.466091
15.967600,47.465179
16.007380,47.464279
16.047159,47.463360
16.086941,47.462379
16.126711,47.461411
16.166491,47.460442
16.206261,47.459469
16.246040,47.458469
