Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6929783391134896,0.6683260826596895
Gailtal,0.0,0.7385255300812197
Feistritz,0.44099262097555747,0.44296832067148695
Paltental,0.7428308861326232,0.716874391062865
Pitztal,0.5544545630749509,0.5875201040131692
Silbertal,0.7200993404044325,0.7176928003715417
