Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6884193620531349,0.6517816141935859
Gailtal,0.0,0.7145161646900791
Feistritz,0.4386112293255495,0.4336164935345237
Paltental,0.7396252875047433,0.6978371732446873
Pitztal,0.5226317478386675,0.5329456155653065
Silbertal,0.7309164174575913,0.7027084568646407
