Catchment,RC_pro_hg,RC_pro_tw
Defreggental,0.6917828629124732,0.6671161702266086
Gailtal,0.0,0.7316574674775511
Feistritz,0.4386112293255495,0.4336164935345237
Paltental,0.7360657982816308,0.7083658304777951
Pitztal,0.544461377094996,0.570265193057313
Silbertal,0.7139028767696056,0.7058107598979857
