Catchment,AI_hg,EI,w_hg
Defreggental,0.7124365745993568,0.30821713708752685,1.4179718887836508
Gailtal,0.0,0.0,NaN
Feistritz,0.7991318009020868,0.5613887706744505,2.224728763103485
Paltental,0.4076989529069984,0.26393420171836923,1.5953171654163272
Pitztal,0.6255664791373825,0.455538622905004,2.056330648348416
Silbertal,0.4044388628493162,0.2860971232303944,1.715813191337315
