Catchment,RC_pro_hg,RC_pro_tw,Q_pro_tw,Q_pro_hg
Defreggental,0.6992926888908322,0.68246687428222,1.854692005582332,1.9004183331419295
Gailtal,0.0,0.6992409416439449,2.598289638947812,0.0
Feistritz,0.4095702206410834,0.3923185581520017,0.977228401951988,1.020200660630326
Paltental,0.6900850270454593,0.6760910194593361,2.471051536585968,2.522198368822164
Pitztal,0.55631132732226,0.5642148831495621,1.528449687504727,1.5070390728697813
Silbertal,0.7157612668591373,0.6953637353417739,3.0616791962669656,3.151489312509534
