Catchment,AI_tw,EI,w_tw
Defreggental,0.5626664708983586,0.34821838580641407,1.6689052653871779
Gailtal,0.37308758608720255,0.28548383530992094,1.8241643257229865
Feistritz,0.6485136818177084,0.5663835064654763,3.0255748021495905
Paltental,0.37347837147917273,0.3021628267553127,1.962401446491349
Pitztal,0.4821818922689098,0.4670543844346935,3.863371269589289
Silbertal,0.3225551769325108,0.2972915431353593,2.4448182066799133
