Catchment,AI_hg,EI,w_hg
Defreggental,0.6680023532303366,0.29696754710298445,1.4179718887836508
Gailtal,0.0,0.0,NaN
Feistritz,0.8081328754877876,0.5651001167561973,2.224728763103485
Paltental,0.39159196275900204,0.25645950966000974,1.5953171654163272
Pitztal,0.6611512679577396,0.4723635389869236,2.056330648348416
Silbertal,0.33268526123071923,0.24709456923283923,1.715813191337315
