Catchment,RC_pro_hg,RC_pro_tw,Q_pro_tw,Q_pro_hg
Defreggental,0.7807070748470124,0.6951280886088569,1.9963002233079488,2.242069819066334
Gailtal,0.0,0.7136909102127467,2.9235710029937434,0.0
Feistritz,0.4869892777510221,0.40710297642580207,0.9348888462508864,1.1183431966289843
Paltental,0.733758385087796,0.6671361263807547,2.5631526229468125,2.8191169012988055
Pitztal,0.629605359619277,0.569484372666901,1.6316706601420679,1.8039276265792392
Silbertal,0.7869400288255739,0.7201354771349355,3.5981718162165772,3.9319621413989574
